UF;ESTACAO;LATITUDE;LONGITUDE;ALTITUDE;DATA;DIA;MES;CHUVA_MM;TEMP_MAX;TEMP_MIN;TEMP_MED;UMI_MAX;UMI_MIN;VENTO_MAX_MS
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;21/07/2021;21;7;0;22,7;4,7;13,7;93;23;7,1
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;22/07/2021;22;7;0;22,6;8,5;15,55;70;24;7,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;23/07/2021;23;7;0;23,5;8,8;16,15;93;39;7,2
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;24/07/2021;24;7;0;25,2;13,8;19,5;74;31;4,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;25/07/2021;25;7;0;25,9;14,3;20,1;64;28;8,7
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;26/07/2021;26;7;0;26,9;15;20,95;59;30;7,7
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;27/07/2021;27;7;2,2;27,4;14,1;20,75;90;32;14,2
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;28/07/2021;28;7;1,8;16,3;7,9;12,1;94;41;12,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;29/07/2021;29;7;0;12,5;2;7,25;79;28;7,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;30/07/2021;30;7;0;15,3;0,1;7,7;88;42;9,1
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;31/07/2021;31;7;0;17,7;5,2;11,45;87;42;11,8
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;01/08/2021;1;8;0;20,7;8,1;14,4;92;42;8,2
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;02/08/2021;2;8;0;22;8,9;15,45;94;39;6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;03/08/2021;3;8;0;19,2;9,6;14,4;94;40;9,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;04/08/2021;4;8;0;19,5;8;13,75;88;49;12,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;05/08/2021;5;8;0;21,2;10,9;16,05;92;53;10,8
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;06/08/2021;6;8;0;24;11,7;17,85;93;44;9,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;07/08/2021;7;8;0;22,3;13,1;17,7;92;49;6,3
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;08/08/2021;8;8;0;25,8;14,3;20,05;90;36;4,7
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;09/08/2021;9;8;0;28;14,8;21,4;90;25;7,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;10/08/2021;10;8;0;29,9;13,8;21,85;68;22;6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;11/08/2021;11;8;0,6;23,4;12,2;17,8;94;36;8,1
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;12/08/2021;12;8;0;16,9;9,9;13,4;93;65;10,8
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;13/08/2021;13;8;0;18,8;11,1;14,95;86;63;12,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;14/08/2021;14;8;0;24,3;12,2;18,25;90;42;10,3
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;15/08/2021;15;8;0;26,4;12,2;19,3;94;40;6,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;16/08/2021;16;8;0,2;22,8;13,6;18,2;94;54;12,1
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;17/08/2021;17;8;0;30,4;15,1;22,75;82;27;6,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;18/08/2021;18;8;0;32;19,5;25,75;61;22;2,3
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;19/08/2021;19;8;0;31,1;15,8;23,45;88;24;6,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;20/08/2021;20;8;0;30,1;15,9;23;66;26;6,9
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;21/08/2021;21;8;0;28,6;14,9;21,75;80;26;6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;22/08/2021;22;8;0;30,7;15,9;23,3;67;20;10,5
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;23/08/2021;23;8;0;31,9;15,6;23,75;59;21;7,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;24/08/2021;24;8;0;32,9;18,8;25,85;56;20;8,2
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;25/08/2021;25;8;0;32,9;19,4;26,15;52;20;11,3
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;26/08/2021;26;8;0;27,2;17,9;22,55;68;37;8,1
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;27/08/2021;27;8;0;17,6;14,1;15,85;89;73;11,4
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;28/08/2021;28;8;0;19,7;13,8;16,75;95;70;9
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;29/08/2021;29;8;0;21,4;14,4;17,9;90;63;11,5
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;30/08/2021;30;8;0;22,8;14,1;18,45;84;55;13,6
SP;ITAPEVA;-23,98194443;-48,88583333;743,33;31/08/2021;31;8;0;24,7;13,8;19,25;87;50;12,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/01/2021;1;1;0;29,7;25,7;27,7;72;57;6,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/01/2021;2;1;0;30,9;21,7;26,3;88;46;6,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/01/2021;3;1;0;31,5;24,8;28,15;68;47;8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/01/2021;4;1;0;31,4;26,1;28,75;64;50;8,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/01/2021;5;1;0;30,8;25,4;28,1;74;47;6,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/01/2021;6;1;0;32,8;29;30,9;64;46;5,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/01/2021;7;1;0;31,9;27,5;29,7;74;50;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/01/2021;8;1;0;30,2;21,7;25,95;94;56;5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;09/01/2021;9;1;0;31,1;26,2;28,65;76;52;6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;11/01/2021;11;1;0;32,1;29,9;31;65;55;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;12/01/2021;12;1;0;30,6;27,3;28,95;75;62;4,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;13/01/2021;13;1;0;30,7;27,5;29,1;73;55;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;16/01/2021;16;1;0;28,7;27,2;27,95;66;57;6,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;17/01/2021;17;1;0;28,9;24,2;26,55;75;58;6,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;18/01/2021;18;1;0;31,4;23,6;27,5;80;49;5,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;19/01/2021;19;1;0;32,5;24,7;28,6;82;45;5,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;20/01/2021;20;1;0;33,3;27,2;30,25;56;27;5,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;21/01/2021;21;1;0;33,4;25,5;29,45;62;29;8,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;22/01/2021;22;1;0;32,8;26,2;29,5;54;30;8,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;23/01/2021;23;1;0;32,4;25,2;28,8;62;35;5,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;24/01/2021;24;1;0;32,3;27,4;29,85;58;36;5,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;25/01/2021;25;1;0;32,4;25,8;29,1;62;33;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;26/01/2021;26;1;0;33,2;26,3;29,75;62;37;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;27/01/2021;27;1;0;33,3;22,4;27,85;85;37;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;28/01/2021;28;1;0;32,5;22,5;27,5;85;35;6,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;29/01/2021;29;1;0;33,3;23,5;28,4;74;30;7,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;30/01/2021;30;1;0;35,3;26;30,65;58;23;7,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;31/01/2021;31;1;0;35;27,5;31,25;59;34;7,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/02/2021;1;2;0;31,7;22,9;27,3;83;49;3,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/02/2021;2;2;0;32;22,7;27,35;78;45;5,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/02/2021;3;2;0;34,6;27,3;30,95;64;35;7,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/02/2021;4;2;0;32,8;23,7;28,25;80;46;8,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/02/2021;5;2;3,4;26,4;23,7;25,05;81;71;4,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/02/2021;6;2;0;29,4;24;26,7;81;53;8,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/02/2021;7;2;0;31,1;22,2;26,65;73;37;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/02/2021;8;2;0;27,4;20,7;24,05;85;55;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;09/02/2021;9;2;0;30,2;22,2;26,2;68;40;5,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;10/02/2021;10;2;0;32,1;22,6;27,35;73;37;6,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;12/02/2021;12;2;0;22,9;21,4;22,15;93;82;4,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;13/02/2021;13;2;0;27,4;23,4;25,4;75;59;8,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;14/02/2021;14;2;0;30,5;24,4;27,45;73;52;7,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;15/02/2021;15;2;0,4;25,6;22,6;24,1;85;61;4,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;16/02/2021;16;2;0,2;31,9;23,3;27,6;78;46;5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;18/02/2021;18;2;0;32,3;24,3;28,3;72;47;5,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;19/02/2021;19;2;0;32,1;27,4;29,75;63;45;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;20/02/2021;20;2;0,2;34,2;21,5;27,85;82;30;6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;21/02/2021;21;2;0;31,8;24,6;28,2;72;47;6,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;22/02/2021;22;2;0;32,3;29,7;31;60;47;5,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;25/02/2021;25;2;0;30,7;29,5;30,1;57;51;3,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;28/02/2021;28;2;0;27,5;26,5;27;63;56;7,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/03/2021;1;3;0;31;29,3;30,15;56;46;6,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/03/2021;2;3;0;29,4;27,9;28,65;59;52;5,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/03/2021;3;3;0;32,1;25,3;28,7;62;37;7,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/03/2021;4;3;0;30,5;26,6;28,55;63;49;9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/03/2021;5;3;0,2;28,4;23,5;25,95;75;59;5,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/03/2021;7;3;0;23,5;22;22,75;89;78;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/03/2021;8;3;0;28;23,2;25,6;79;60;4,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;09/03/2021;9;3;0;31;21,6;26,3;82;47;5,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;10/03/2021;10;3;0;31,5;26,1;28,8;68;47;6,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;11/03/2021;11;3;0,2;31,4;21,3;26,35;85;45;5,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;12/03/2021;12;3;0,2;34,1;21,8;27,95;81;33;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;13/03/2021;13;3;0,2;32,9;19,6;26,25;90;34;5,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;14/03/2021;14;3;0,2;31,2;22;26,6;89;56;6,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;15/03/2021;15;3;0;23,7;22,1;22,9;81;72;2,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;16/03/2021;16;3;0;31,6;29,7;30,65;57;46;4,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;17/03/2021;17;3;0,4;32,9;28,8;30,85;61;42;6,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;18/03/2021;18;3;0,2;29,6;26,1;27,85;65;53;3,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;19/03/2021;19;3;0,4;31,8;26,6;29,2;67;43;12,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;20/03/2021;20;3;0,2;31,4;24,7;28,05;80;47;10,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;21/03/2021;21;3;0;35,1;24,3;29,7;64;32;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;22/03/2021;22;3;0;33,7;20,2;26,95;81;35;5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;23/03/2021;23;3;0;33,6;25,9;29,75;62;37;5,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;24/03/2021;24;3;0;34,7;22,9;28,8;75;32;4,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;25/03/2021;25;3;0;33,6;24,1;28,85;72;37;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;26/03/2021;26;3;0;33;28,6;30,8;53;36;6,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;27/03/2021;27;3;0;33,1;23,1;28,1;73;36;6,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;28/03/2021;28;3;0;32,5;23;27,75;76;42;3,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;29/03/2021;29;3;0;35,4;32,3;33,85;49;32;4,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;31/03/2021;31;3;0;32,3;23,4;27,85;67;39;8,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/04/2021;1;4;0;31,9;19,7;25,8;81;40;6,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/04/2021;2;4;0;32,3;19,4;25,85;67;33;5,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/04/2021;3;4;0;33,6;19,7;26,65;76;30;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/04/2021;4;4;0;33,6;20,9;27,25;83;34;4,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/04/2021;5;4;0;31,8;27,1;29,45;54;41;6,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/04/2021;6;4;0;26,7;23;24,85;66;55;5,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/04/2021;7;4;0;30,3;21,1;25,7;72;42;5,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/04/2021;8;4;0;28,1;20,5;24,3;72;46;8,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;09/04/2021;9;4;0;30,3;28,7;29,5;43;34;6,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;11/04/2021;11;4;0;27;22,5;24,75;58;32;3,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;12/04/2021;12;4;0;30,7;29,2;29,95;32;29;4,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;14/04/2021;14;4;0;30,8;27,5;29,15;54;43;5,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;18/04/2021;18;4;0;28,6;26,6;27,6;58;48;7,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;19/04/2021;19;4;0;28,1;21,4;24,75;76;48;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;20/04/2021;20;4;0;28;18,8;23,4;75;34;6,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;21/04/2021;21;4;0;25;22,1;23,55;52;45;3,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;23/04/2021;23;4;0;29,1;15,6;22,35;82;30;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;24/04/2021;24;4;0;30,4;8,9;19,65;96;26;7,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;25/04/2021;25;4;0;32;11,7;21,85;93;23;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;26/04/2021;26;4;0;30,8;12,3;21,55;95;33;4,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;27/04/2021;27;4;0;30,9;16,5;23,7;94;39;6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;28/04/2021;28;4;0;31,3;10,9;21,1;97;21;5,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;29/04/2021;29;4;0;29,7;10,6;20,15;93;24;5,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;30/04/2021;30;4;0;30,6;13,4;22;91;36;9,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/05/2021;1;5;0;27;17,6;22,3;81;43;7,1
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/05/2021;2;5;0;29,6;12,2;20,9;94;27;6,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/05/2021;3;5;0;30,3;9,5;19,9;96;27;6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/05/2021;4;5;0;30,3;11,3;20,8;94;30;6,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/05/2021;5;5;0;31,2;11,6;21,4;94;25;4,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/05/2021;6;5;0;31,1;11;21,05;92;24;7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/05/2021;7;5;0;28,9;10,7;19,8;95;34;5,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/05/2021;8;5;0;31;11,1;21,05;97;29;6,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;09/05/2021;9;5;0;30,1;13;21,55;92;37;7,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;10/05/2021;10;5;0;29,4;13,9;21,65;92;34;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;11/05/2021;11;5;0;31;11,8;21,4;93;31;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;12/05/2021;12;5;0;29,6;10,5;20,05;95;30;7,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;13/05/2021;13;5;0;28,8;13,3;21,05;95;39;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;14/05/2021;14;5;0;29,2;13,7;21,45;95;35;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;15/05/2021;15;5;0;29,4;14,2;21,8;93;37;6,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;16/05/2021;16;5;0;30,6;12,5;21,55;96;28;5,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;17/05/2021;17;5;0;29,6;10,1;19,85;95;24;8,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;18/05/2021;18;5;0;28,7;10,5;19,6;95;34;7,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;19/05/2021;19;5;0;29,2;10,5;19,85;96;28;7,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;20/05/2021;20;5;0;30,2;8,3;19,25;96;24;6,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;21/05/2021;21;5;0;31;11,9;21,45;88;23;8,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;22/05/2021;22;5;0;31;11,9;21,45;94;33;15,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;23/05/2021;23;5;0;25,4;13,6;19,5;97;60;9,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;24/05/2021;24;5;0;26;13,1;19,55;92;29;7,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;25/05/2021;25;5;0;30;7,6;18,8;92;16;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;26/05/2021;26;5;0;31,3;12,2;21,75;85;22;6,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;27/05/2021;27;5;0;31,9;12,5;22,2;90;28;6,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;28/05/2021;28;5;0;32,9;13,9;23,4;90;32;9,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;29/05/2021;29;5;0;31,9;17,4;24,65;94;38;8,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;30/05/2021;30;5;0;31,1;16,1;23,6;94;39;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;31/05/2021;31;5;0;28,6;17;22,8;92;46;8,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/06/2021;1;6;0;29,1;13,5;21,3;95;35;4,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/06/2021;2;6;0;31,2;13,4;22,3;97;33;9,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/06/2021;3;6;0;31,7;13,4;22,55;96;24;5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/06/2021;4;6;0;31,3;13,7;22,5;89;26;9,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/06/2021;5;6;0;30,7;15,2;22,95;81;26;7,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/06/2021;6;6;0;30,6;15,4;23;85;27;6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/06/2021;7;6;0;30,5;14,1;22,3;93;28;6,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/06/2021;8;6;0;30;12,5;21,25;97;33;7,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;09/06/2021;9;6;0;30,6;16,3;23,45;91;34;6,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;10/06/2021;10;6;0;30,6;17,8;24,2;91;32;9,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;11/06/2021;11;6;0;21,7;17,4;19,55;95;69;8,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;12/06/2021;12;6;0;26,3;12,7;19,5;97;40;7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;13/06/2021;13;6;0;28,1;6,8;17,45;96;26;7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;14/06/2021;14;6;0;29,6;11,1;20,35;87;32;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;15/06/2021;15;6;0;28,8;12,6;20,7;91;33;7,9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;16/06/2021;16;6;0;27,3;7,5;17,4;97;27;5,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;17/06/2021;17;6;0;27,5;6,5;17;97;20;5,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;18/06/2021;18;6;0;29,1;9,3;19,2;93;24;6,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;19/06/2021;19;6;0;29,8;11,9;20,85;84;25;10
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;20/06/2021;20;6;0;28,7;13,8;21,25;86;34;7,5
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;21/06/2021;21;6;0;28,9;11,5;20,2;95;37;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;22/06/2021;22;6;0;30,2;12,4;21,3;94;34;8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;23/06/2021;23;6;0;28,8;13,5;21,15;93;31;6,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;24/06/2021;24;6;0;30;12,6;21,3;92;28;7,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;25/06/2021;25;6;0;32,2;13,3;22,75;86;24;5,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;26/06/2021;26;6;0;30,5;12,7;21,6;87;28;9,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;27/06/2021;27;6;0;28,7;10,9;19,8;91;28;8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;28/06/2021;28;6;0;28,4;9,7;19,05;92;28;9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;29/06/2021;29;6;0;18;10,5;14,25;93;60;7,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;30/06/2021;30;6;0;20,4;0,8;10,6;95;21;5,6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/07/2021;1;7;0;27,7;-1,1;13,3;93;21;6,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/07/2021;2;7;0;28,4;12,7;20,55;79;27;9
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/07/2021;3;7;0;28;9,8;18,9;87;23;6,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/07/2021;4;7;0;27;7,2;17,1;93;25;9,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/07/2021;5;7;0;26,8;8,9;17,85;83;19;7,8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/07/2021;6;7;0;27,5;5,3;16,4;91;21;6,7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;29/07/2021;29;7;0;18,6;1,8;10,2;98;23;8,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;30/07/2021;30;7;0;24,6;-0,1;12,25;87;10;6,4
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;31/07/2021;31;7;0;29;4,3;16,65;79;20;7,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;01/08/2021;1;8;0;29,2;13,8;21,5;63;26;6
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;02/08/2021;2;8;0;29,8;9,7;19,75;84;25;6,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;03/08/2021;3;8;0;28,4;9;18,7;88;25;8
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;04/08/2021;4;8;0;28,9;9,3;19,1;87;26;7
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;05/08/2021;5;8;0;28,2;15;21,6;72;28;9,2
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;06/08/2021;6;8;0;27,9;11,9;19,9;77;31;12
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;07/08/2021;7;8;0;28,8;14,7;21,75;68;26;10,3
SP;ITUVERAVA;-20,35972222;-47,77527777;610,58;08/08/2021;8;8;0;29;11,8;20,4;78;23;9,1
