UF;ESTACAO;LATITUDE;LONGITUDE;ALTITUDE;DATA;DIA;MES;CHUVA_MM;TEMP_MAX;TEMP_MIN;TEMP_MED;UMI_MAX;UMI_MIN;VENTO_MAX_MS
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/01/2021;1;1;0;28,5;24,1;26,3;81;59;5,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/01/2021;2;1;0,2;28,1;23,2;25,65;86;62;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/01/2021;3;1;0;30,7;22,4;26,55;87;52;6,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/01/2021;4;1;0;31,1;20,3;25,7;86;46;11,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/01/2021;5;1;0;30,9;24,2;27,55;81;44;7,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/01/2021;6;1;4;31,2;28,8;30;69;51;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/01/2021;7;1;0;32,1;27,3;29,7;74;47;10
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/01/2021;8;1;0;32,4;22,6;27,5;88;46;8,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/01/2021;9;1;0;33,6;25,7;29,65;81;43;7,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/01/2021;10;1;0;33,2;25,7;29,45;84;48;4,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/01/2021;11;1;0;32,7;24,6;28,65;86;48;4,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/01/2021;12;1;0;31;24,9;27,95;83;59;6,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/01/2021;13;1;0;31,8;23,2;27,5;93;51;5,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/01/2021;14;1;0,2;29;22,5;25,75;89;60;10,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/01/2021;15;1;1,4;29,8;22,7;26,25;91;60;5,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/01/2021;16;1;0,2;30,1;22,2;26,15;90;53;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/01/2021;17;1;1;26,1;22,8;24,45;89;75;8,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/01/2021;18;1;0;31,1;24,3;27,7;84;53;8,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/01/2021;19;1;0,4;32;22;27;92;52;4,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/01/2021;20;1;0;33,2;23,1;28,15;93;28;5,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/01/2021;21;1;0;33,1;24;28,55;84;31;9,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/01/2021;22;1;0;33,5;23,8;28,65;78;26;8,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/01/2021;23;1;0;33;18,7;25,85;93;28;9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/01/2021;24;1;0;32,2;21,3;26,75;90;40;11,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/01/2021;25;1;0;33,1;21,8;27,45;92;37;9,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/01/2021;26;1;0,2;32,6;24,7;28,65;75;45;8,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/01/2021;27;1;0,2;32,2;23;27,6;87;46;8,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/01/2021;28;1;0;32,7;22,1;27,4;90;38;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;29/01/2021;29;1;0;33,8;21,1;27,45;94;28;8,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;30/01/2021;30;1;0;35,3;24,2;29,75;82;29;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;31/01/2021;31;1;0;33,2;25,6;29,4;76;41;7,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/02/2021;1;2;0;34;24,4;29,2;76;32;4,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/02/2021;2;2;0;34,4;23;28,7;86;35;8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/02/2021;3;2;0,2;34,3;21,7;28;94;38;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/02/2021;4;2;0;34,1;24,2;29,15;89;38;8,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/02/2021;5;2;0;31,8;24,4;28,1;88;51;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/02/2021;6;2;0;31,8;21,9;26,85;83;33;9,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/02/2021;7;2;0;33;22,1;27,55;74;36;7,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/02/2021;8;2;0;32,7;20,9;26,8;76;26;10,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/02/2021;9;2;0;31,8;21,2;26,5;77;33;6,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/02/2021;10;2;0;33,6;23;28,3;72;30;9,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/02/2021;11;2;0;27,4;21,5;24,45;83;57;9,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/02/2021;12;2;0;26,3;22,4;24,35;83;65;5,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/02/2021;13;2;0,2;31,2;22,4;26,8;92;47;8,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/02/2021;14;2;0;30,5;22,8;26,65;86;46;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/02/2021;15;2;0;29,5;20,2;24,85;96;56;6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/02/2021;16;2;0;33;18,4;25,7;96;38;7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/02/2021;17;2;0;28,4;21,7;25,05;93;55;9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/02/2021;18;2;0;33;19,6;26,3;96;45;7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/02/2021;19;2;0;33,6;16,9;25,25;96;28;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/02/2021;20;2;0;34,9;15,4;25,15;94;25;6,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/02/2021;21;2;0;34,3;23,5;28,9;77;37;8,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/02/2021;22;2;0;34,1;23,4;28,75;82;39;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/02/2021;23;2;0;34,4;19,7;27,05;91;35;7,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/02/2021;24;2;0;34,6;19,5;27,05;93;35;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/02/2021;25;2;0;31,9;21,1;26,5;89;48;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/02/2021;26;2;0;29,7;20;24,85;95;47;6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/02/2021;27;2;0;28,8;22;25,4;85;55;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/02/2021;28;2;0;28,4;21,9;25,15;91;56;12,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/03/2021;1;3;0;30,2;21,9;26,05;94;49;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/03/2021;2;3;0;31,1;22;26,55;92;47;7,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/03/2021;3;3;0;27,7;21,6;24,65;91;62;6,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/03/2021;4;3;0;29,1;20,4;24,75;94;48;10,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/03/2021;5;3;0;28,4;21,8;25,1;91;60;12,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/03/2021;6;3;0;28,7;22,3;25,5;90;62;7,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/03/2021;7;3;0;27,4;20,6;24;96;65;6,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/03/2021;8;3;0;29,3;18,4;23,85;96;54;5,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/03/2021;9;3;0;32,1;18,2;25,15;96;38;4,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/03/2021;10;3;0;31,6;20,1;25,85;89;41;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/03/2021;11;3;0;32;18,3;25,15;96;41;8,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/03/2021;12;3;0;33,5;17,4;25,45;96;28;5,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/03/2021;13;3;0;34;16;25;95;29;4,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/03/2021;14;3;0;32,1;18,3;25,2;94;44;5,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/03/2021;15;3;0;32,6;19,4;26;94;39;5,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/03/2021;16;3;0;32,7;18,8;25,75;95;38;5,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/03/2021;17;3;0;32,3;20,9;26,6;94;42;6,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/03/2021;18;3;0;28,6;22,5;25,55;93;62;6,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/03/2021;19;3;0;31,9;20,3;26,1;94;43;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/03/2021;20;3;0;33;22,1;27,55;88;40;8,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/03/2021;21;3;0;32,9;18,5;25,7;95;33;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/03/2021;22;3;0;32,8;16,5;24,65;95;32;6,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/03/2021;23;3;0;33,3;19,1;26,2;93;35;6,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/03/2021;24;3;0;34,2;19,6;26,9;93;34;6,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/03/2021;25;3;0;34,4;20,3;27,35;88;31;8,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/03/2021;26;3;0;34,2;19,8;27;93;33;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/03/2021;27;3;0;33,5;24,1;28,8;81;37;6,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/03/2021;28;3;0;34;18,7;26,35;96;38;5,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;29/03/2021;29;3;0;34,5;19;26,75;95;32;6,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;30/03/2021;30;3;0;32,8;18,7;25,75;94;34;8,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;31/03/2021;31;3;0;30,6;17,4;24;94;43;9,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/04/2021;1;4;0;29,9;16,8;23,35;91;38;4,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/04/2021;2;4;0;31;15,6;23,3;90;29;6,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/04/2021;3;4;0;31,2;14,2;22,7;93;32;7,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/04/2021;4;4;0;32,9;19,1;26;89;32;6,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/04/2021;5;4;0;32;17,6;24,8;89;38;8,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/04/2021;6;4;0;25,8;20,9;23,35;93;69;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/04/2021;7;4;0;30,4;17,3;23,85;95;40;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/04/2021;8;4;0;30,4;19;24,7;85;39;11,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/04/2021;9;4;0;30,6;14,4;22,5;95;28;10,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/04/2021;10;4;0;31;12,5;21,75;95;27;6,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/04/2021;11;4;0;31,5;12,1;21,8;94;28;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/04/2021;12;4;0;32,5;12,1;22,3;94;22;5,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/04/2021;13;4;0;30,5;18,7;24,6;84;38;5,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/04/2021;14;4;0;31,2;19,5;25,35;76;36;6,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/04/2021;15;4;0;31,3;14,8;23,05;93;39;8,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/04/2021;16;4;0;31,4;16,3;23,85;96;40;9,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/04/2021;17;4;0;29,8;20,4;25,1;90;41;9,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/04/2021;18;4;0;26,9;19,5;23,2;93;59;6,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/04/2021;19;4;0;28,1;16;22,05;95;45;6,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/04/2021;20;4;0;28;14,1;21,05;95;42;8,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/04/2021;21;4;0;28,4;14,3;21,35;93;33;7,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/04/2021;22;4;0;28,5;12,6;20,55;95;33;6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/04/2021;23;4;0;28,9;11,9;20,4;94;31;5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/04/2021;24;4;0;30,2;10,2;20,2;94;28;5,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/04/2021;25;4;0;30,8;15,4;23,1;93;31;6,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/04/2021;26;4;0;31,4;18,6;25;90;34;5,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/04/2021;27;4;0;30,7;14,9;22,8;94;36;8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/04/2021;28;4;0;30,5;10,9;20,7;94;20;7,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;29/04/2021;29;4;0;27,6;16,1;21,85;86;24;7,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;30/04/2021;30;4;0;29,2;14,5;21,85;86;40;9,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/05/2021;1;5;0;28,3;21,5;24,9;63;40;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/05/2021;2;5;0;29,4;12,5;20,95;93;29;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/05/2021;3;5;0;29,8;9,5;19,65;93;27;8,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/05/2021;4;5;0;31,5;10,6;21,05;93;26;7,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/05/2021;5;5;0;31,7;11;21,35;93;24;6,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/05/2021;6;5;0;32;20,1;26,05;66;22;7,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/05/2021;7;5;0;27,3;18,3;22,8;86;46;5,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/05/2021;8;5;0;29,3;15,7;22,5;90;32;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/05/2021;9;5;0;29,9;17,3;23,6;82;37;7,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/05/2021;10;5;0;29,2;17,5;23,35;82;36;7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/05/2021;11;5;0;30;16;23;90;33;7,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/05/2021;12;5;0;30,2;15,4;22,8;90;34;9,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/05/2021;13;5;0;28,1;16,7;22,4;87;38;5,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/05/2021;14;5;0;28,8;15,5;22,15;88;39;6,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/05/2021;15;5;0;28,8;14,7;21,75;92;40;5,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/05/2021;16;5;0;30,4;11,4;20,9;94;30;6,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/05/2021;17;5;0;29,6;10,6;20,1;93;28;8,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/05/2021;18;5;0;29;10,7;19,85;92;34;7,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/05/2021;19;5;0;29,6;9;19,3;93;27;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/05/2021;20;5;0;31;8;19,5;92;20;8,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/05/2021;21;5;0;31,7;12,8;22,25;88;20;8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/05/2021;22;5;0;26,4;19,2;22,8;86;49;5,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/05/2021;23;5;0;22,8;17,6;20,2;96;80;7,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/05/2021;24;5;0;21,5;9,4;15,45;95;28;4,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/05/2021;25;5;0;29;9,1;19,05;92;12;5,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/05/2021;26;5;0;30,9;10,8;20,85;89;19;6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/05/2021;27;5;0;32,3;13,7;23;88;27;5,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/05/2021;28;5;0;33;14,3;23,65;90;31;9,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;29/05/2021;29;5;0;32,8;17,5;25,15;91;35;12,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;30/05/2021;30;5;0;31,1;15,7;23,4;92;38;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;31/05/2021;31;5;0;28,2;17,7;22,95;76;34;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/06/2021;1;6;0;29,5;13,1;21,3;92;29;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/06/2021;2;6;0;31,2;10,5;20,85;93;30;6,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/06/2021;3;6;0;32,1;9,7;20,9;93;22;8,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/06/2021;4;6;0;31,3;10,9;21,1;91;24;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/06/2021;5;6;0;30,9;10,8;20,85;92;20;9,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/06/2021;6;6;0;30,9;13;21,95;90;25;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/06/2021;7;6;0;31,1;17,2;24,15;82;30;9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/06/2021;8;6;0;29;13;21;95;39;8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/06/2021;9;6;0;31,6;18,7;25,15;89;30;6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/06/2021;10;6;0;21,6;17,9;19,75;94;81;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/06/2021;11;6;0;24;16,4;20,2;95;64;5,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/06/2021;12;6;0;26;13,7;19,85;97;42;7,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/06/2021;13;6;0;27;9,2;18,1;96;24;8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/06/2021;14;6;0;28,7;8,2;18,45;95;33;5,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/06/2021;15;6;0;28,9;12,3;20,6;92;31;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/06/2021;16;6;0;26,9;9,4;18,15;95;26;6,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/06/2021;17;6;0;26,9;14,4;20,65;84;29;5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/06/2021;18;6;0;28,5;13,4;20,95;88;28;7,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/06/2021;19;6;0;30,1;11,7;20,9;91;24;11,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/06/2021;20;6;0;27,1;14,2;20,65;91;46;9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/06/2021;21;6;0;28,4;13,2;20,8;92;38;5,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/06/2021;22;6;0;30,3;14,6;22,45;91;38;6,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/06/2021;23;6;0;27,8;16,1;21,95;92;37;7,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/06/2021;24;6;0;30,2;11,9;21,05;94;32;8,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/06/2021;25;6;0;31,7;14;22,85;91;27;6,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/06/2021;26;6;0;30,7;12,9;21,8;91;26;9,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/06/2021;27;6;0;28,9;13;20,95;94;26;10,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/06/2021;28;6;0;28,2;11,4;19,8;88;31;7,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;29/06/2021;29;6;0;17,5;11;14,25;80;35;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;30/06/2021;30;6;0;19,3;2,8;11,05;94;19;7,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/07/2021;1;7;0;25,9;5,5;15,7;83;21;7,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/07/2021;2;7;0;28,3;7,3;17,8;86;27;10,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/07/2021;3;7;0;29,2;8,8;19;91;22;5,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/07/2021;4;7;0;28,2;8,3;18,25;89;24;8,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/07/2021;5;7;0;27,3;7,8;17,55;93;22;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/07/2021;6;7;0;27,5;8,1;17,8;91;23;5,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/07/2021;7;7;0;28,1;7,8;17,95;91;21;7,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/07/2021;8;7;0;27,6;7,8;17,7;92;19;5,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/07/2021;9;7;0;29,3;6,6;17,95;93;15;6,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/07/2021;10;7;0;29,6;8,4;19;89;19;6,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/07/2021;11;7;0;29,4;8,4;18,9;87;19;7,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/07/2021;12;7;0;29,2;9;19,1;86;20;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/07/2021;13;7;0;29,4;9,3;19,35;88;20;9,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/07/2021;14;7;0;29,6;8,5;19,05;87;21;9,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;15/07/2021;15;7;0;31,1;9;20,05;89;21;10,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;16/07/2021;16;7;0;31,7;10,1;20,9;87;21;8,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;17/07/2021;17;7;0;31,2;15,8;23,5;88;25;8,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;18/07/2021;18;7;0;27,2;17,4;22,3;93;19;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;19/07/2021;19;7;0;21,2;1,7;11,45;85;10;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;20/07/2021;20;7;0;26,1;0,7;13,4;86;9;8,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;21/07/2021;21;7;0;30,6;6,4;18,5;73;14;6,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;22/07/2021;22;7;0;31,5;9,5;20,5;74;16;7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;23/07/2021;23;7;0;29,3;10,5;19,9;72;15;9,8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;24/07/2021;24;7;0;28;9;18,5;86;21;9,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;25/07/2021;25;7;0;29,4;7,7;18,55;86;22;9,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;26/07/2021;26;7;0;30,6;10,6;20,6;83;21;11,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;27/07/2021;27;7;0;32,7;10,2;21,45;83;20;12,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;28/07/2021;28;7;0;13,9;13,6;13,75;87;82;8,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;29/07/2021;29;7;0;17,2;1,5;9,35;95;27;6,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;30/07/2021;30;7;0,4;22,1;9,1;15,6;58;14;6,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;31/07/2021;31;7;0;27,5;8,9;18,2;76;19;8,1
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;01/08/2021;1;8;0;27,5;10,5;19;78;28;6,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;02/08/2021;2;8;0;29,2;12,1;20,65;78;25;5,9
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;03/08/2021;3;8;0;27,2;14,2;20,7;81;22;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;04/08/2021;4;8;0;27,5;11,2;19,35;84;28;8
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;05/08/2021;5;8;0;27,9;13,1;20,5;79;29;10,5
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;06/08/2021;6;8;0;28,3;17;22,65;61;32;10,4
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;07/08/2021;7;8;0;28,5;18,2;23,35;58;26;10,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;08/08/2021;8;8;0;29,1;15,9;22,5;72;23;9,6
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;09/08/2021;9;8;0;30,8;11,1;20,95;82;18;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;10/08/2021;10;8;0;32,4;10,4;21,4;80;14;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;11/08/2021;11;8;0;33,9;9,2;21,55;76;14;7,2
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;12/08/2021;12;8;0;32,8;15,1;23,95;80;17;7,7
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;13/08/2021;13;8;0;31,8;15,5;23,65;82;21;7,3
SP;ARIRANHA;-21,13305554;-48,84055555;525,44;14/08/2021;14;8;0;32,1;14,6;23,35;88;23;7,5
